game_id,attendance,day_of_month,month_of_year,year,ref_name,ref_country,stadium,stadium_city,stage,team1,team2,stadium_lat,stadium_long
705,76594,13,6,1962,Arturo Yamasaki ,PER,Estadio Nacional ,Santiago de Chile,1/2 FINAL,Brazil,Chile,-33.464444,-70.610556
706,5890,13,6,1962,Gottfried Dienst ,SWI,Sausalito ,Viña del Mar,1/2 FINAL,Czechoslovakia,Yugoslavia,-33.014397,-71.535233
707,66697,16,6,1962,Juan Gardeazábal ,SPA,Estadio Nacional ,Santiago de Chile,PLACES 3-4,Chile,Yugoslavia,-33.464444,-70.610556
708,68679,17,6,1962,Nikolaj Latishev ,USSR,Estadio Nacional ,Santiago de Chile,FINAL,Brazil,Czechoslovakia,-33.464444,-70.610556
709,61500,13,6,1974,Rudolf Scheurer ,SWI,Waldstadion ,Frankfurt am Main,GROUP STAGE (FIRST      ROUND),Brazil,Yugoslavia,50.116667,8.683333
710,83168,14,6,1974,DoÄan Babacan ,TUR,Olympiastadion ,West-Berlin,GROUP STAGE (FIRST      ROUND),FRG,Chile,59.34535,18.079044
711,18180,14,6,1974,Youssou NâDiaye ,SEN,Volksparkstadion ,Hamburg,GROUP STAGE (FIRST      ROUND),GDR,Australia,53.587158,9.898617
712,25800,14,6,1974,Gerhard Schulenburg ,FRG,Westfalenstadion ,Dortmund,GROUP STAGE (FIRST      ROUND),Zaire,Scotland,51.492569,7.451842
713,23800,15,6,1974,Ãdison Pérez NÃºñez ,PER,Rheinstadion ,Düsseldorf,GROUP STAGE (FIRST      ROUND),Sweden,Bulgaria,51.260278,6.734167
714,53700,15,6,1974,Károly Palotai ,HUN,Niedersachsenstadion ,Hannover,GROUP STAGE (FIRST      ROUND),Uruguay,Netherlands,52.360067,9.731197
715,51100,15,6,1974,Vicente Llobregat ,VEN,Olympiastadion ,München,GROUP STAGE (FIRST      ROUND),Italy,Haiti,59.34535,18.079044
716,31500,15,6,1974,Clive Thomas ,WAL,Neckarstadion ,Stuttgart,GROUP STAGE (FIRST      ROUND),Poland,Argentina,48.783333,9.183333
717,53300,18,6,1974,Mustafa Kamel ,EGY,Volksparkstadion ,Hamburg,GROUP STAGE (FIRST      ROUND),Australia,FRG,53.587158,9.898617
718,27300,18,6,1974,Aurelio Angonese ,ITA,Olympiastadion ,West-Berlin,GROUP STAGE (FIRST      ROUND),Chile,GDR,59.34535,18.079044
719,31700,18,6,1974,Omar Delgado ,COL,Parkstadion ,Gelsenkirchen,GROUP STAGE (FIRST      ROUND),Yugoslavia,Zaire,51.559167,7.066667
720,62000,18,6,1974,Arie van Gemert ,NED,Waldstadion ,Frankfurt am Main,GROUP STAGE (FIRST      ROUND),Scotland,Brazil,50.116667,8.683333
721,53700,19,6,1974,Werner Winsemann ,CAN,Westfalenstadion ,Dortmund,GROUP STAGE (FIRST      ROUND),Netherlands,Sweden,51.492569,7.451842
722,13400,19,6,1974,Jack Taylor ,ENG,Niedersachsenstadion ,Hannover,GROUP STAGE (FIRST      ROUND),Bulgaria,Uruguay,52.360067,9.731197
723,25400,19,6,1974,Govindasamy Suppiah ,SIN,Olympiastadion ,München,GROUP STAGE (FIRST      ROUND),Haiti,Poland,59.34535,18.079044
724,68900,19,6,1974,Pavel Kazakov ,USSR,Neckarstadion ,Stuttgart,GROUP STAGE (FIRST      ROUND),Argentina,Italy,48.783333,9.183333
725,14681,22,6,1974,Jaffar Namdar ,IRN,Olympiastadion ,West-Berlin,GROUP STAGE (FIRST      ROUND),Australia,Chile,59.34535,18.079044
726,36200,22,6,1974,Nicolae Rainea ,ROM,Parkstadion ,Gelsenkirchen,GROUP STAGE (FIRST      ROUND),Zaire,Brazil,51.559167,7.066667
727,56000,22,6,1974,Alfonso González Archundia ,MEX,Waldstadion ,Frankfurt am Main,GROUP STAGE (FIRST      ROUND),Scotland,Yugoslavia,50.116667,8.683333
728,60350,22,6,1974,Ramón Barreto ,URU,Volksparkstadion ,Hamburg,GROUP STAGE (FIRST      ROUND),GDR,FRG,53.587158,9.898617
729,53300,23,6,1974,Tony BoÅ¡koviÄ ,AUS,Westfalenstadion ,Dortmund,GROUP STAGE (FIRST      ROUND),Bulgaria,Netherlands,51.492569,7.451842
730,28300,23,6,1974,Erich Linemayr ,AUT,Rheinstadion ,Düsseldorf,GROUP STAGE (FIRST      ROUND),Sweden,Uruguay,51.260278,6.734167
731,25900,23,6,1974,Pablo Sánchez Ibáñez ,SPA,Olympiastadion ,München,GROUP STAGE (FIRST      ROUND),Argentina,Haiti,59.34535,18.079044
732,68900,23,6,1974,Hans-Joachim Weyland ,FRG,Neckarstadion ,Stuttgart,GROUP STAGE (FIRST      ROUND),Poland,Italy,48.783333,9.183333
733,66085,26,6,1974,Armando Marques ,BRA,Rheinstadion ,Düsseldorf,GROUP STAGE (SECOND      ROUND),Yugoslavia,FRG,51.260278,6.734167
734,55348,26,6,1974,Robert Davidson ,SCO,Parkstadion ,Gelsenkirchen,GROUP STAGE (SECOND      ROUND),Netherlands,Argentina,51.559167,7.066667
735,58463,26,6,1974,Clive Thomas ,WAL,Niedersachsenstadion ,Hannover,GROUP STAGE (SECOND      ROUND),Brazil,GDR,52.360067,9.731197
736,43755,26,6,1974,Ramón Barreto ,URU,Neckarstadion ,Stuttgart,GROUP STAGE (SECOND      ROUND),Sweden,Poland,48.783333,9.183333
737,67148,30,6,1974,Rudolf Scheurer ,SWI,Parkstadion ,Gelsenkirchen,GROUP STAGE (SECOND      ROUND),GDR,Netherlands,51.559167,7.066667
738,39400,30,6,1974,Vital Loraux ,BEL,Niedersachsenstadion ,Hannover,GROUP STAGE (SECOND      ROUND),Argentina,Brazil,52.360067,9.731197
739,53200,30,6,1974,Rudolf Glöckner ,GDR,Waldstadion ,Frankfurt am Main,GROUP STAGE (SECOND      ROUND),Poland,Yugoslavia,50.116667,8.683333
740,67861,30,6,1974,Pavel Kazakov ,USSR,Rheinstadion ,Düsseldorf,GROUP STAGE (SECOND      ROUND),FRG,Sweden,51.260278,6.734167
741,61249,3,7,1974,Erich Linemayr ,AUT,Waldstadion ,Frankfurt am Main,GROUP STAGE (SECOND      ROUND),Poland,FRG,50.116667,8.683333
742,52500,3,7,1974,Kurt Tschenscher ,FRG,Westfalenstadion ,Dortmund,GROUP STAGE (SECOND      ROUND),Netherlands,Brazil,51.492569,7.451842
743,53054,3,7,1974,Jack Taylor ,ENG,Parkstadion ,Gelsenkirchen,GROUP STAGE (SECOND      ROUND),Argentina,GDR,51.559167,7.066667
744,37700,3,7,1974,Luis Pestarino ,ARG,Rheinstadion ,Düsseldorf,GROUP STAGE (SECOND      ROUND),Sweden,Yugoslavia,51.260278,6.734167
745,74100,6,7,1974,Aurelio Angonese ,ITA,Olympiastadion ,München,PLACES 3-4,Poland,Brazil,59.34535,18.079044
746,77833,7,7,1974,Jack Taylor ,ENG,Olympiastadion ,München,FINAL,FRG,Netherlands,59.34535,18.079044
747,62561,31,5,2002,Ali Mohammed Bujsaim ,UAE,Seoul World Cup Stadium ,Seoul,GROUP STAGE,France,Senegal,37.568222,126.897361
748,33679,1,6,2002,Toru Kamikawa ,JAP,Tohoku Denryoku Big Swan Stadium ,Niigata,GROUP STAGE,Ireland,Cameroon,37.882614,139.059169
749,30157,1,6,2002,Saad Kamel Mane ,KUW,Ulsan Munsu Football Stadium ,Ulsan,GROUP STAGE,Uruguay,Denmark,35.535278,129.259444
750,32218,1,6,2002,Ubaldo Aquino ,PAR,Sapporo Dome ,Sapporo,GROUP STAGE,Germany,Saudi Arabia,43.015172,141.409767
751,34050,2,6,2002,Gilles Veissière ,FRA,Kashima Stadium ,Ibaraki,GROUP STAGE,Argentina,Nigeria,35.991744,140.640525
752,25186,2,6,2002,Ä½uboÅ¡ MicheÄ¾ ,SVK,Asiad Main Stadium ,Busan,GROUP STAGE,Paraguay,South Africa,35.19,129.058222
753,52721,2,6,2002,Carlos EugÃªnio Simon ,BRA,Saitama Sutajiamu 2002 ,Saitama,GROUP STAGE,England,Sweden,34.743222,137.970503
754,28598,2,6,2002,Mohammed Guezzaz ,MOR,Gwangju World Cup Stadium ,Gwangju,GROUP STAGE,Spain,Slovenia,35.133667,126.874861
755,32239,3,6,2002,LÃ¹ JÃ¹n ,CHN,Tohoku Denryoku Big Swan Stadium ,Niigata,GROUP STAGE,Croatia,Mexico,37.882614,139.059169
756,33842,3,6,2002,Kim Young-joo ,SKR,Ulsan Munsu Football Stadium ,Ulsan,GROUP STAGE,Brazil,Turkey,35.535278,129.259444
757,31081,3,6,2002,Brian Hall ,USA,Sapporo Dome ,Sapporo,GROUP STAGE,Italy,Ecuador,43.015172,141.409767
758,27217,4,6,2002,Kyros Vassaras ,GRE,Gwangju World Cup Stadium ,Gwangju,GROUP STAGE,China,Costa Rica,35.133667,126.874861
759,55256,4,6,2002,William Mattus ,CRC,Saitama Sutajiamu 2002 ,Saitama,GROUP STAGE,Japan,Belgium,34.743222,137.970503
760,48760,4,6,2002,Ãscar Julián Ruiz ,COL,Asiad Main Stadium ,Busan,GROUP STAGE,South Korea,Poland,35.19,129.058222
761,30957,5,6,2002,Peter Prendergast ,JAM,Ulsan Munsu Football Stadium ,Kobe,GROUP STAGE,Russia,Tunisia,35.535278,129.259444
762,37306,5,6,2002,Byron Moreno ,ECU,Suwon World Cup Stadium ,Suwon,GROUP STAGE,USA,Portugal,37.286278,127.036889
763,35854,5,6,2002,Kim Milton Nielsen ,DEN,Kashima Stadium ,Ibaraki,GROUP STAGE,Germany,Ireland,35.991744,140.640525
764,43500,6,6,2002,Carlos Batres ,GUA,Daegu World Cup Stadium ,Daegu,GROUP STAGE,Denmark,Senegal,35.829778,128.690306
765,52328,6,6,2002,Terje Hauge ,NOR,Saitama Sutajiamu 2002 ,Saitama,GROUP STAGE,Cameroon,Saudi Arabia,34.743222,137.970503
766,38289,6,6,2002,Felipe Ramos Rizo ,MEX,Asiad Main Stadium ,Busan,GROUP STAGE,France,Uruguay,35.19,129.058222
767,36194,7,6,2002,René Ortube ,BOL,Ulsan Munsu Football Stadium ,Kobe,GROUP STAGE,Sweden,Nigeria,35.535278,129.259444
768,24000,7,6,2002,Gamal el-Ghandour ,EGY,Jeonju World Cup Stadium ,Jeonju,GROUP STAGE,Spain,Paraguay,35.868111,127.064444
769,35927,7,6,2002,Pierluigi Collina ,ITA,Sapporo Dome ,Sapporo,GROUP STAGE,Argentina,England,43.015172,141.409767
770,47226,8,6,2002,Ãngel Osvaldo Sánchez ,ARG,Daegu World Cup Stadium ,Daegu,GROUP STAGE,South Africa,Slovenia,35.829778,128.690306
771,36472,8,6,2002,Graham Poll ,ENG,Kashima Stadium ,Ibaraki,GROUP STAGE,Italy,Croatia,35.991744,140.640525
772,36750,8,6,2002,Anders Frisk ,SWE,Jeju World Cup Stadium ,Seogwipo,GROUP STAGE,Brazil,China,33.246139,126.509206
773,45610,9,6,2002,Mourad Daami ,TUN,Miyagi Stadium ,Miyagi,GROUP STAGE,Mexico,Ecuador,38.335278,140.950278
774,42299,9,6,2002,Coffi Codjia ,BEN,Incheon Munhak Stadium ,Incheon,GROUP STAGE,Costa Rica,Turkey,37.435139,126.690806
775,66108,9,6,2002,Markus Merk ,GER,International Stadium Yokohama ,Yokohama,GROUP STAGE,Japan,Russia,35.510044,139.606247
776,60778,10,6,2002,Urs Meier ,SWI,Daegu World Cup Stadium ,Daegu,GROUP STAGE,South Korea,USA,35.829778,128.690306
777,39700,10,6,2002,Mark Shield ,AUS,Ōita Stadium ,Oita,GROUP STAGE,Tunisia,Belgium,33.200556,131.6575
778,31000,10,6,2002,Hugh Dallas ,SCO,Jeonju World Cup Stadium ,Jeonju,GROUP STAGE,Portugal,Poland,35.868111,127.064444
779,48100,11,6,2002,VÃ­tor Manuel Melo Pereira ,POR,Incheon Munhak Stadium ,Incheon,GROUP STAGE,Denmark,France,37.435139,126.690806
780,33681,11,6,2002,Jan Wegereef ,NED,Suwon World Cup Stadium ,Suwon,GROUP STAGE,Senegal,Uruguay,37.286278,127.036889
781,47085,11,6,2002,Antonio JesÃºs López Nieto ,SPA,Ecpoa Stadium ,Shizuoka,GROUP STAGE,Cameroon,Germany,34.743222,137.970503
782,65320,11,6,2002,Falla NâDoye ,SEN,International Stadium Yokohama ,Yokohama,GROUP STAGE,Saudi Arabia,Ireland,35.510044,139.606247
783,45777,12,6,2002,Ali Mohammed Bujsaim ,UAE,Miyagi Stadium ,Miyagi,GROUP STAGE,Sweden,Argentina,38.335278,140.950278
784,44864,12,6,2002,Brian Hall ,USA,Nagai Stadium ,Osaka,GROUP STAGE,Nigeria,England,34.614119,135.51845
785,31024,12,6,2002,Saad Kamel Mane ,KUW,Daejeon World Cup Stadium ,Daejeon,GROUP STAGE,South Africa,Spain,36.365139,127.325167
786,30176,12,6,2002,Felipe Ramos Rizo ,MEX,Jeju World Cup Stadium ,Seogwipo,GROUP STAGE,Slovenia,Paraguay,33.246139,126.509206
787,38524,13,6,2002,Gamal el-Ghandour ,EGY,Suwon World Cup Stadium ,Suwon,GROUP STAGE,Costa Rica,Brazil,37.286278,127.036889
788,43605,13,6,2002,Ãscar Julián Ruiz ,COL,Seoul World Cup Stadium ,Seoul,GROUP STAGE,Turkey,China,37.568222,126.897361
789,65862,13,6,2002,William Mattus ,CRC,International Stadium Yokohama ,Yokohama,GROUP STAGE,Ecuador,Croatia,35.510044,139.606247
790,39291,13,6,2002,Carlos EugÃªnio Simon ,BRA,Ōita Stadium ,Oita,GROUP STAGE,Mexico,Italy,33.200556,131.6575
791,46640,14,6,2002,Kim Milton Nielsen ,DEN,Ecpoa Stadium ,Shizuoka,GROUP STAGE,Belgium,Russia,34.743222,137.970503
792,45213,14,6,2002,Gilles Veissière ,FRA,Nagai Stadium ,Osaka,GROUP STAGE,Tunisia,Japan,34.614119,135.51845
793,26482,14,6,2002,LÃ¹ JÃ¹n ,CHN,Daejeon World Cup Stadium ,Daejeon,GROUP STAGE,Poland,USA,36.365139,127.325167
794,50239,14,6,2002,Ãngel Osvaldo Sánchez ,ARG,Incheon Munhak Stadium ,Incheon,GROUP STAGE,Portugal,South Korea,37.435139,126.690806
795,25176,15,6,2002,Carlos Batres ,GUA,Jeju World Cup Stadium ,Seogwipo,1/8 FINAL,Germany,Paraguay,33.246139,126.509206
796,40582,15,6,2002,Markus Merk ,GER,Tohoku Denryoku Big Swan Stadium ,Niigata,1/8 FINAL,Denmark,England,37.882614,139.059169
797,39747,16,6,2002,Ubaldo Aquino ,PAR,Ōita Stadium ,Oita,1/8 FINAL,Sweden,Senegal,33.200556,131.6575
798,38926,16,6,2002,Anders Frisk ,SWE,Suwon World Cup Stadium ,Suwon,1/8 FINAL,Spain,Ireland,37.286278,127.036889
799,36380,17,6,2002,VÃ­tor Manuel Melo Pereira ,POR,Jeonju World Cup Stadium ,Jeonju,1/8 FINAL,Mexico,USA,35.868111,127.064444
800,40440,17,6,2002,Peter Prendergast ,JAM,Ulsan Munsu Football Stadium ,Kobe,1/8 FINAL,Brazil,Belgium,35.535278,129.259444
801,45666,18,6,2002,Pierluigi Collina ,ITA,Miyagi Stadium ,Miyagi,1/8 FINAL,Japan,Turkey,38.335278,140.950278
802,38588,18,6,2002,Byron Moreno ,ECU,Daejeon World Cup Stadium ,Daejeon,1/8 FINAL,South Korea,Italy,36.365139,127.325167
803,47436,21,6,2002,Felipe Ramos Rizo ,MEX,Ecpoa Stadium ,Shizuoka,1/4 FINAL,England,Brazil,34.743222,137.970503
804,37337,21,6,2002,Hugh Dallas ,SCO,Ulsan Munsu Football Stadium ,Ulsan,1/4 FINAL,Germany,USA,35.535278,129.259444
805,42114,22,6,2002,Gamal el-Ghandour ,EGY,Gwangju World Cup Stadium ,Gwangju,1/4 FINAL,Spain,South Korea,35.133667,126.874861
806,44233,22,6,2002,Ãscar Julián Ruiz ,COL,Nagai Stadium ,Osaka,1/4 FINAL,Senegal,Turkey,34.614119,135.51845
807,65625,25,6,2002,Urs Meier ,SWI,Seoul World Cup Stadium ,Seoul,1/2 FINAL,Germany,South Korea,37.568222,126.897361
808,61058,26,6,2002,Kim Milton Nielsen ,DEN,Saitama Sutajiamu 2002 ,Saitama,1/2 FINAL,Brazil,Turkey,34.743222,137.970503
809,63483,29,6,2002,Saad Kamel Mane ,KUW,Daegu World Cup Stadium ,Daegu,PLACES 3-4,Turkey,South Korea,35.829778,128.690306
810,69029,30,6,2002,Pierluigi Collina ,ITA,International Stadium Yokohama ,Yokohama,FINAL,Brazil,Germany,35.510044,139.606247
811,16000,16,6,1954,Mervyn Griffiths ,WAL,Stade Olympique de la Pontaise ,Lausanne, GROUP STAGE,Yugoslavia,France,46.533333,6.624167
812,13000,16,6,1954,Paul Wyssling ,SWI,Les Charmilles ,Genève, GROUP STAGE,Brazil,Mexico,46.2091,6.1182
813,25000,16,6,1954,Laurent Franken ,BEL,Hardturm ,Zürich, GROUP STAGE,Austria,Scotland,47.393056,8.504722
814,20000,16,6,1954,Arthur Ellis ,ENG,Wankdorf ,Bern, GROUP STAGE,Uruguay,Czechoslovakia,46.962778,7.465
815,43000,17,6,1954,Mário GonÃ§alves Vianna ,BRA,Stade Olympique de la Pontaise ,Lausanne, GROUP STAGE,Switzerland,Italy,46.533333,6.624167
816,13000,17,6,1954,Raymond Vincenti ,FRA,Hardturm ,Zürich, GROUP STAGE,Hungary,South Korea,47.393056,8.504722
817,28000,17,6,1954,José da Costa ,POR,Wankdorf ,Bern, GROUP STAGE,FRG,Turkey,46.962778,7.465
818,14000,17,6,1954,Emil Schmetzer ,FRG,St. Jakob ,Basel, GROUP STAGE,England,Belgium,47.541575,7.620181
819,34000,19,6,1954,Vincenzo Orlandini ,ITA,St. Jakob ,Basel, GROUP STAGE,Uruguay,Scotland,47.541575,7.620181
820,25000,19,6,1954,Charles Faultless ,SCO,Stade Olympique de la Pontaise ,Lausanne, GROUP STAGE,Brazil,Yugoslavia,46.533333,6.624167
821,26000,19,6,1954,Vasa StefanoviÄ ,YUG,Hardt,,,,,,
