,Country,Event,MatchID,Player,PlayerID,Time
0,NED,C,300111117,,291410,36.0
1,NED,G,300111117,,215002,53.0
2,GER,G,300111116,,196789,8.0
3,GER,C,300111116,,305036,12.0
4,AUS,C,300111116,,154061,24.0
5,GER,G,300111116,,182206,26.0
6,AUS,C,300111116,,178312,46.0
7,AUS,E,300111116,,213001,56.0
8,AUS,C,300111116,,182617,58.0
9,GER,G,300111116,,321722,68.0
10,GER,G,300111116,,312546,70.0
11,GER,C,300111116,,312546,90.0
12,NGA,G,300111115,,178738,12.0
13,NGA,C,300111115,,189300,31.0
14,NGA,C,300111115,,200301,37.0
15,KOR,G,300111115,,296013,38.0
16,NGA,C,300111115,,238748,42.0
17,KOR,G,300111115,,207761,49.0
18,KOR,C,300111115,,188386,68.0
19,NGA,G,300111115,,3989,69.0
20,ESP,G,300111114,,177914,73.0
21,NED,G,300111113,,184616,18.0
22,NED,C,300111113,,184616,31.0
23,SVK,C,300111113,,319373,40.0
24,SVK,C,300111113,,207956,72.0
25,SVK,C,300111113,,197793,84.0
26,NED,G,300111113,,215002,84.0
27,NED,C,300111113,,184599,90.0
28,SVK,G,300111113,,184410,90.0
29,SUI,C,300111112,,214474,30.0
30,SUI,G,300111112,,216650,52.0
31,SUI,C,300111112,,216642,73.0
32,SUI,C,300111112,,178791,90.0
33,SUI,C,300111112,,196633,90.0
34,BRA,C,300111111,,200158,15.0
35,BRA,C,300111111,,185324,25.0
36,POR,C,300111111,,187174,25.0
37,POR,C,300111111,,187199,31.0
38,POR,C,300111111,,275931,40.0
39,BRA,C,300111111,,194818,43.0
40,POR,C,300111111,,269784,45.0
41,NED,G,300061512,,155679,18.0
42,URU,C,300061512,,286481,21.0
43,NED,C,300061512,,215002,29.0
44,URU,C,300061512,,267829,29.0
45,URU,G,300061512,,189259,41.0
46,NED,G,300061512,,215002,70.0
47,NED,G,300061512,,184616,73.0
48,NED,C,300061512,,218246,78.0
49,NED,C,300061512,,179568,90.0
50,URU,G,300061512,,286481,90.0
51,GER,C,300061510,,196889,5.0
52,GER,C,300061510,,312546,7.0
53,GER,G,300061510,,321722,19.0
54,URU,G,300061510,,267834,28.0
55,URU,G,300061510,,189259,51.0
56,GER,G,300061510,,196791,56.0
57,URU,C,300061510,,185359,61.0
58,GER,G,300061510,,196900,82.0
59,GER,C,300061510,,191178,90.0
60,NED,C,300061509,,217315,15.0
61,ESP,C,300061509,,177914,16.0
62,NED,C,300061509,,179568,22.0
63,ESP,C,300061509,,216814,23.0
64,NED,C,300061509,,216964,28.0
65,NED,C,300061509,,155679,54.0
66,NED,C,300061509,,184607,57.0
67,ESP,C,300061509,,177907,67.0
68,NED,C,300061509,,184616,84.0
69,NED,E,300061509,,184607,109.0
70,NED,C,300061509,,291410,111.0
71,ESP,G,300061509,,183857,116.0
72,NED,C,300061509,,228281,117.0
73,ESP,C,300061509,,183857,118.0
74,ESP,C,300061509,,177855,120.0
75,URU,C,300061508,,276132,20.0
76,GHA,G,300061508,,183000,45.0
77,URU,C,300061508,,286238,48.0
78,GHA,C,300061508,,184557,54.0
79,URU,G,300061508,,189259,55.0
80,URU,C,300061508,,185359,59.0
81,GHA,C,300061508,,181711,77.0
82,GHA,C,300061508,,184560,93.0
83,,PG,300061508,,158398,
84,,PG,300061508,,176546,
85,,PG,300061508,,189259,
86,,PG,300061508,,286484,
87,,PM,300061508,,286481,
88,URU,E,300061508,,270775,120.0
89,BRA,G,300061507,,194815,10.0
90,NED,C,300061507,,184607,14.0
91,BRA,C,300061507,,318171,37.0
92,NED,C,300061507,,291410,47.0
93,NED,G,300061507,,215002,53.0
94,NED,C,300061507,,216964,64.0
95,NED,G,300061507,,215002,68.0
96,BRA,E,300061507,,194818,73.0
97,NED,C,300061507,,155673,76.0
98,ESP,C,300061506,,216973,57.0
99,PAR,C,300061506,,283757,59.0
100,PAR,C,300061506,,313535,59.0
101,ESP,C,300061506,,303034,63.0
102,PAR,C,300061506,,185429,71.0
103,ESP,G,300061506,,229884,83.0
104,PAR,C,300061506,,276118,88.0
105,GER,G,300061505,,321722,3.0
106,ARG,C,300061505,,310116,11.0
107,GER,C,300061505,,321722,35.0
108,GER,G,300061505,,182206,68.0
109,GER,G,300061505,,191178,74.0
110,ARG,C,300061505,,182372,80.0
111,GER,G,300061505,,182206,89.0
112,URU,G,300061504,,270775,8.0
113,KOR,C,300061504,,209904,38.0
114,KOR,G,300061504,,268414,68.0
115,KOR,C,300061504,,188387,69.0
116,URU,G,300061504,,270775,80.0
117,KOR,C,300061504,,237771,83.0
118,GHA,G,300061503,,196897,5.0
119,USA,C,300061503,,197408,7.0
120,USA,C,300061503,,182797,18.0
121,GHA,C,300061503,,306634,61.0
122,USA,G,300061503,,175507,62.0
123,USA,C,300061503,,187160,68.0
124,GHA,C,300061503,,294620,90.0
125,GHA,G,300061503,,208353,93.0
126,ARG,G,300061502,,182373,26.0
127,MEX,C,300061502,,178119,28.0
128,ARG,G,300061502,,271550,33.0
129,ARG,G,300061502,,182373,52.0
130,MEX,G,300061502,,228599,71.0
131,GER,G,300061501,,182206,20.0
132,GER,G,300061501,,196789,32.0
133,ENG,G,300061501,,195763,37.0
134,GER,C,300061501,,191178,47.0
135,GER,G,300061501,,321722,67.0
136,GER,G,300061501,,321722,70.0
137,ENG,C,300061501,,197464,81.0
138,BRA,C,300061500,,184312,30.0
139,BRA,G,300061500,,185324,35.0
140,BRA,G,300061500,,200158,38.0
141,CHI,C,300061500,,267543,47.0
142,BRA,G,300061500,,194815,59.0
143,CHI,C,300061500,,181598,68.0
144,BRA,C,300061500,,298959,72.0
145,CHI,C,300061500,,181603,80.0
146,ESP,G,300061498,,229884,63.0
147,ESP,C,300061498,,207528,74.0
148,POR,C,300061498,,187199,80.0
149,POR,E,300061498,,210212,89.0
150,JPN,C,300061497,,198751,58.0
151,JPN,C,300061497,,291372,72.0
152,JPN,C,300061497,,233500,90.0
153,,PG,300061497,,182624,
154,,PG,300061497,,207707,
155,,PG,300061497,,253460,
156,,PG,300061497,,276119,
157,,PG,300061497,,322704,
158,JPN,C,300061497,,177768,113.0
159,PAR,C,300061497,,253460,118.0
160,CHI,C,300061495,,229436,4.0
161,CHI,C,300061495,,229435,19.0
162,HON,C,300061495,,209827,33.0
163,CHI,G,300061495,,209502,34.0
164,HON,C,300061494,,177986,8.0
165,ESP,G,300061494,,229884,17.0
166,HON,C,300061494,,230117,38.0
167,ESP,G,300061494,,229884,51.0
168,CHI,C,300061493,,209501,2.0
169,SUI,C,300061493,,179033,18.0
170,CHI,C,300061493,,229436,22.0
171,CHI,C,300061493,,202649,25.0
172,SUI,E,300061493,,216627,31.0
173,SUI,C,300061493,,209979,48.0
174,CHI,C,300061493,,229435,60.0
175,SUI,C,300061493,,261029,60.0
176,CHI,C,300061493,,267527,61.0
177,CHI,G,300061493,,201785,75.0
178,CHI,C,300061493,,202655,90.0
179,HON,C,300061492,,207995,4.0
180,SUI,C,300061492,,216650,34.0
181,HON,C,300061492,,177987,58.0
182,HON,C,300061492,,297230,64.0
183,HON,C,300061492,,209827,89.0
184,CHI,C,300061491,,267527,15.0
185,CHI,C,300061491,,202649,19.0
186,CHI,C,300061491,,281256,21.0
187,ESP,G,300061491,,229884,24.0
188,CHI,E,300061491,,281256,37.0
189,ESP,G,300061491,,183857,37.0
190,CHI,G,300061491,,181603,47.0
191,BRA,G,300061490,,181406,55.0
192,BRA,G,300061490,,202076,72.0
193,BRA,C,300061490,,298959,88.0
194,PRK,G,300061490,,210106,89.0
195,CIV,C,300061489,,176971,7.0
196,POR,C,300061489,,201200,21.0
197,CIV,C,300061489,,213910,21.0
198,BRA,G,300061488,,200158,25.0
199,CIV,C,300061488,,3355,31.0
200,BRA,G,300061488,,200158,50.0
201,BRA,G,300061488,,202076,62.0
202,CIV,C,300061488,,178964,75.0
203,CIV,G,300061488,,212306,79.0
204,BRA,C,300061488,,184312,85.0
205,CIV,C,300061488,,291329,86.0
206,BRA,E,300061488,,184312,88.0
207,POR,G,300061487,,210214,29.0
208,PRK,C,300061487,,210023,32.0
209,POR,C,300061487,,187198,38.0
210,PRK,C,300061487,,210032,47.0
211,POR,G,300061487,,179159,53.0
212,POR,G,300061487,,214410,56.0
213,POR,G,300061487,,187199,60.0
214,POR,C,300061487,,214410,70.0
215,POR,G,300061487,,313541,81.0
216,POR,G,300061487,,201200,87.0
217,POR,G,300061487,,187199,89.0
218,CIV,G,300061486,,198106,14.0
219,CIV,G,300061486,,198111,20.0
220,CIV,G,300061486,,216970,82.0
221,PAR,G,300061484,,313535,39.0
222,PAR,C,300061484,,283757,62.0
223,ITA,G,300061484,,209119,63.0
224,ITA,C,300061484,,214022,70.0
225,NZL,C,300061483,,175397,42.0
226,SVK,G,300061483,,184410,50.0
227,SVK,C,300061483,,178464,55.0
228,NZL,C,300061483,,318470,90.0
229,NZL,G,300061483,,318470,90.0
230,NZL,G,300061482,,198161,7.0
231,NZL,C,300061482,,313808,14.0
232,NZL,C,300061482,,274102,28.0
233,ITA,G,300061482,,234927,29.0
234,NZL,C,300061482,,198160,87.0
235,PAR,G,300061481,,276117,27.0
236,SVK,C,300061481,,215718,42.0
237,PAR,C,300061481,,276117,45.0
238,SVK,C,300061481,,215725,47.0
239,SVK,C,300061481,,313909,84.0
240,PAR,G,300061481,,253460,86.0
241,SVK,C,300061480,,178464,16.0
242,SVK,G,300061480,,184410,25.0
243,ITA,C,300061480,,155957,31.0
244,SVK,C,300061480,,184410,40.0
245,SVK,C,300061480,,299804,50.0
246,ITA,C,300061480,,215274,67.0
247,SVK,G,300061480,,184410,73.0
248,ITA,C,300061480,,254181,76.0
249,ITA,G,300061480,,196699,81.0
250,SVK,C,300061480,,299802,82.0
251,ITA,C,300061480,,297409,83.0
252,SVK,G,300061480,,207956,89.0
253,ITA,G,300061480,,297409,90.0
254,PAR,C,300061479,,283757,10.0
255,PAR,C,300061479,,4039,41.0
256,NZL,C,300061479,,198160,56.0
257,NED,C,300061478,,216964,44.0
258,NED,G,300061478,,227846,46.0
259,NED,C,300061478,,217315,49.0
260,DEN,C,300061478,,309962,63.0
261,NED,G,300061478,,217313,85.0
262,JPN,G,300061477,,233500,39.0
263,CMR,C,300061477,,290931,72.0
264,JPN,C,300061477,,188456,90.0
265,CMR,G,300061475,,170667,10.0
266,DEN,G,300061475,,254120,33.0
267,CMR,C,300061475,,296813,49.0
268,DEN,G,300061475,,179027,61.0
269,CMR,C,300061475,,200935,75.0
270,DEN,C,300061475,,177825,86.0
271,DEN,C,300061475,,309962,87.0
272,JPN,C,300061474,,177768,12.0
273,JPN,G,300061474,,233500,17.0
274,JPN,C,300061474,,291372,26.0
275,DEN,C,300061474,,214948,29.0
276,JPN,G,300061474,,177768,30.0
277,DEN,C,300061474,,186373,48.0
278,DEN,C,300061474,,254120,66.0
279,DEN,G,300061474,,154949,81.0
280,JPN,G,300061474,,286278,87.0
281,NED,C,300061473,,217313,17.0
282,CMR,C,300061473,,290931,25.0
283,NED,G,300061473,,217315,36.0
284,NED,C,300061473,,180811,65.0
285,CMR,G,300061473,,170667,65.0
286,NED,C,300061473,,155679,70.0
287,CMR,C,300061473,,200935,81.0
288,NED,G,300061473,,184615,83.0
289,SRB,C,300061471,,216929,19.0
290,GHA,C,300061471,,279145,26.0
291,SRB,C,300061471,,243852,54.0
292,SRB,E,300061471,,243852,74.0
293,SRB,C,300061471,,207645,83.0
294,GHA,G,300061471,,208353,85.0
295,GHA,C,300061471,,249462,89.0
296,GER,C,300061470,,182206,12.0
297,SRB,C,300061470,,214388,18.0
298,SRB,C,300061470,,291438,19.0
299,GER,C,300061470,,196900,22.0
300,GER,C,300061470,,196748,32.0
301,GER,E,300061470,,182206,37.0
302,SRB,G,300061470,,298885,38.0
303,SRB,C,300061470,,234404,57.0
304,SRB,C,300061470,,298699,59.0
305,GER,C,300061470,,196752,73.0
306,AUS,G,300061469,,182606,11.0
307,AUS,E,300061469,,159069,24.0
308,GHA,G,300061469,,208353,25.0
309,GHA,C,300061469,,318419,40.0
310,GHA,C,300061469,,306634,79.0
311,GHA,C,300061469,,294617,84.0
312,AUS,C,300061469,,154061,85.0
313,GHA,C,300061468,,294620,40.0
314,GER,C,300061468,,321722,43.0
315,GER,G,300061468,,305036,60.0
316,SRB,C,300061467,,243852,18.0
317,AUS,C,300061467,,210003,49.0
318,AUS,C,300061467,,181474,50.0
319,SRB,C,300061467,,214994,59.0
320,AUS,C,300061467,,178306,67.0
321,AUS,G,300061467,,213001,69.0
322,AUS,G,300061467,,182606,73.0
323,SRB,G,300061467,,217019,84.0
324,ENG,G,300061466,,214961,4.0
325,ENG,C,300061466,,207924,26.0
326,USA,C,300061466,,182797,39.0
327,USA,G,300061466,,207851,40.0
328,USA,C,300061466,,271213,47.0
329,ENG,C,300061466,,182787,60.0
330,ENG,C,300061466,,214961,61.0
331,USA,C,300061466,,296249,74.0
332,SVN,C,300061465,,187541,35.0
333,ALG,C,300061465,,305702,59.0
334,ALG,E,300061465,,305702,73.0
335,SVN,G,300061465,,187539,79.0
336,ALG,C,300061465,,183882,90.0
337,SVN,C,300061465,,187538,90.0
338,ENG,C,300061464,,182787,58.0
339,ALG,C,300061464,,321682,85.0
340,SVN,G,300061463,,299703,13.0
341,SVN,C,300061463,,187530,35.0
342,USA,C,300061463,,296249,40.0
343,SVN,G,300061463,,299706,42.0
344,USA,G,300061463,,175507,48.0
345,SVN,C,300061463,,299695,69.0
346,SVN,C,300061463,,299697,72.0
347,SVN,C,300061463,,299693,75.0
348,USA,G,300061463,,233531,82.0
349,ENG,G,300061462,,186453,23.0
350,SVN,C,300061462,,299693,40.0
351,ENG,C,300061462,,197464,48.0
352,SVN,C,300061462,,299703,79.0
353,SVN,C,300061462,,217482,81.0
354,ALG,C,300061461,,183882,12.0
355,USA,C,300061461,,238072,62.0
356,ALG,C,300061461,,212808,76.0
357,ALG,C,300061461,,321682,83.0
358,USA,C,300061461,,175498,90.0
359,ALG,E,300061461,,212808,90.0
360,USA,G,300061461,,175507,90.0
361,ARG,G,300061460,,201964,6.0
362,ARG,C,300061460,,198149,41.0
363,NGA,C,300061460,,269089,77.0
364,KOR,G,300061459,,296013,7.0
365,KOR,G,300061459,,177788,52.0
366,GRE,C,300061459,,228336,56.0
367,KOR,C,300061458,,263395,10.0
368,ARG,G,300061458,,207761,17.0
369,ARG,G,300061458,,271550,33.0
370,KOR,C,300061458,,268414,34.0
371,KOR,G,300061458,,268414,45.0
372,ARG,C,300061458,,198149,54.0
373,ARG,C,300061458,,182372,55.0
374,ARG,C,300061458,,201964,74.0
375,ARG,G,300061458,,271550,76.0
376,ARG,G,300061458,,271550,80.0
377,GRE,C,300061457,,299090,15.0
378,NGA,G,300061457,,178738,16.0
379,NGA,E,300061457,,233751,33.0
380,GRE,G,300061457,,215513,44.0
381,GRE,C,300061457,,228351,59.0
382,GRE,G,300061457,,228336,71.0
383,GRE,C,300061457,,297112,88.0
384,NGA,C,300061457,,200301,89.0
385,GRE,C,300061455,,214887,30.0
386,ARG,C,300061455,,313704,76.0
387,ARG,G,300061455,,233703,77.0
388,ARG,G,300061455,,180583,89.0
389,MEX,C,300061454,,228592,18.0
390,RSA,C,300061454,,269986,27.0
391,RSA,G,300061454,,249477,55.0
392,MEX,C,300061454,,70097,57.0
393,RSA,C,300061454,,249474,70.0
394,MEX,G,300061454,,178119,79.0
395,FRA,C,300061453,,212246,12.0
396,FRA,C,300061453,,248373,19.0
397,URU,C,300061453,,286484,59.0
398,URU,C,300061453,,305378,65.0
399,FRA,C,300061453,,254145,68.0
400,URU,E,300061453,,305378,81.0
401,URU,C,300061453,,239433,90.0
402,RSA,C,300061452,,189676,6.0
403,URU,G,300061452,,189259,24.0
404,RSA,C,300061452,,269986,42.0
405,RSA,E,300061452,,294665,76.0
406,URU,G,300061452,,189259,80.0
407,URU,G,300061452,,229502,90.0
408,MEX,C,300061451,,241632,4.0
409,FRA,C,300061451,,254145,45.0
410,MEX,C,300061451,,228592,48.0
411,MEX,C,300061451,,238112,49.0
412,MEX,G,300061451,,228599,64.0
413,FRA,C,300061451,,217974,78.0
414,MEX,G,300061451,,162580,79.0
415,MEX,C,300061451,,209960,82.0
416,URU,G,300061450,,270775,43.0
417,URU,C,300061450,,276132,68.0
418,MEX,C,300061450,,228599,77.0
419,MEX,C,300061450,,227849,86.0
420,RSA,G,300061449,,297811,20.0
421,FRA,E,300061449,,254144,25.0
422,RSA,G,300061449,,230776,37.0
423,FRA,G,300061449,,225204,70.0
424,FRA,C,300061449,,297102,71.0
425,ITA,C,97410064,,177655,5.0
426,FRA,G,97410064,,163331,7.0
427,FRA,C,97410064,,181292,12.0
428,ITA,G,97410064,,184451,19.0
429,FRA,C,97410064,,181293,76.0
430,,PC,97410064,,170709,
431,,PG,97410064,,177719,
432,,PG,97410064,,181292,
433,,PG,97410064,,217974,
434,FRA,E,97410064,,163331,110.0
435,FRA,C,97410064,,225204,111.0
436,GER,C,97410063,,182207,7.0
437,POR,C,97410063,,210212,24.0
438,POR,C,97410063,,177657,33.0
439,GER,G,97410063,,196752,56.0
440,POR,C,97410063,,187197,60.0
441,GER,G,97410063,,182197,60.0
442,GER,C,97410063,,196752,78.0
443,GER,G,97410063,,196752,78.0
444,POR,G,97410063,,165260,88.0
445,FRA,G,97410062,,163331,33.0
446,POR,C,97410062,,214957,83.0
447,FRA,C,97410062,,209791,87.0
448,GER,C,97410061,,191193,40.0
449,GER,C,97410061,,185434,56.0
450,ITA,C,97410061,,214022,90.0
451,ITA,G,97410061,,230756,119.0
452,ITA,G,97410061,,155963,121.0
453,BRA,C,97410060,,76824,25.0
454,BRA,C,97410060,,185324,45.0
455,BRA,C,97410060,,92699,45.0
456,FRA,G,97410060,,170711,57.0
457,FRA,C,97410060,,181292,74.0
458,BRA,C,97410060,,178520,75.0
459,FRA,C,97410060,,209791,87.0
460,FRA,C,97410060,,163666,88.0
461,ENG,C,97410059,,214962,30.0
462,POR,C,97410059,,182197,44.0
463,ENG,E,97410059,,196842,62.0
464,,PG,97410059,,179159,
465,,PG,97410059,,187203,
466,,PG,97410059,,201200,
467,,PM,97410059,,182197,
468,,PP,97410059,,189432,
469,ENG,C,97410059,,182050,107.0
470,POR,C,97410059,,214957,111.0
471,ITA,G,97410058,,177655,6.0
472,UKR,C,97410058,,229846,16.0
473,UKR,C,97410058,,216226,21.0
474,ITA,G,97410058,,217882,59.0
475,UKR,C,97410058,,216753,67.0
476,ITA,G,97410058,,217882,69.0
477,GER,C,97410057,,196789,3.0
478,ARG,C,97410057,,153977,46.0
479,ARG,G,97410057,,153933,49.0
480,ARG,C,97410057,,182372,60.0
481,GER,G,97410057,,182206,80.0
482,ARG,C,97410057,,184291,88.0
483,GER,C,97410057,,196757,90.0
484,ARG,C,97410057,,153954,95.0
485,ARG,E,97410057,,193984,
486,,PG,97410057,,153954,
487,,PG,97410057,,184291,
488,,PS,97410057,,153933,
489,,PS,97410057,,183574,
490,GER,C,97410057,,191178,114.0
491,ESP,G,97410056,,229884,28.0
492,FRA,G,97410056,,248373,41.0
493,FRA,C,97410056,,170707,68.0
494,ESP,C,97410056,,177914,82.0
495,FRA,G,97410056,,170707,83.0
496,FRA,C,97410056,,248373,87.0
497,FRA,C,97410056,,163331,90.0
498,FRA,G,97410056,,163331,90.0
499,BRA,G,97410055,,92699,5.0
500,GHA,C,97410055,,155382,7.0
501,GHA,C,97410055,,183000,11.0
502,BRA,C,97410055,,175683,13.0
503,GHA,C,97410055,,184557,29.0
504,GHA,C,97410055,,253358,38.0
505,BRA,C,97410055,,185324,44.0
506,BRA,G,97410055,,175683,45.0
507,GHA,C,97410055,,208353,48.0
508,GHA,E,97410055,,208353,81.0
509,BRA,G,97410055,,170687,84.0
510,SUI,C,97410054,,209979,59.0
511,,PG,97410054,,158385,
512,,PG,97410054,,216220,
513,,PG,97410054,,216753,
514,,PS,97410054,,158386,
515,AUS,C,97410053,,178324,23.0
516,ITA,C,97410053,,230756,29.0
517,AUS,C,97410053,,213001,49.0
518,ITA,E,97410053,,184451,50.0
519,AUS,C,97410053,,181474,61.0
520,ITA,C,97410053,,177845,89.0
521,ITA,C,97410053,,177655,90.0
522,ITA,G,97410053,,165247,90.0
523,NED,C,97410052,,179568,2.0
524,NED,C,97410052,,218246,7.0
525,POR,C,97410052,,214964,20.0
526,POR,G,97410052,,214964,23.0
527,POR,C,97410052,,177657,31.0
528,POR,E,97410052,,177657,45.0
529,POR,C,97410052,,182197,50.0
530,NED,C,97410052,,155679,59.0
531,POR,C,97410052,,160130,60.0
532,NED,E,97410052,,218246,63.0
533,POR,C,97410052,,199026,73.0
534,NED,C,97410052,,215002,73.0
535,NED,C,97410052,,180811,74.0
536,POR,C,97410052,,182194,76.0
537,POR,C,97410052,,214967,76.0
538,POR,E,97410052,,199026,78.0
539,NED,E,97410052,,155679,90.0
540,ENG,C,97410051,,214962,18.0
541,ECU,C,97410051,,202544,24.0
542,ECU,C,97410051,,187434,37.0
543,ENG,G,97410051,,161454,60.0
544,ECU,C,97410051,,155010,67.0
545,ENG,C,97410051,,214963,78.0
546,ENG,C,97410051,,182787,82.0
547,MEX,G,97410050,,178119,6.0
548,ARG,G,97410050,,162680,10.0
549,ARG,C,97410050,,201964,45.0
550,MEX,C,97410050,,178119,70.0
551,MEX,C,97410050,,214015,82.0
552,ARG,G,97410050,,184291,98.0
553,ARG,C,97410050,,153977,112.0
554,MEX,C,97410050,,70097,118.0
555,MEX,C,97410050,,214012,119.0
556,GER,G,97410049,,196789,4.0
557,GER,G,97410049,,196789,12.0
558,GER,C,97410049,,182207,27.0
559,SWE,C,97410049,,185507,28.0
560,SWE,E,97410049,,185507,35.0
561,SWE,C,97410049,,185506,48.0
562,SWE,C,97410049,,177703,78.0
563,TUN,C,97410048,,176953,9.0
564,UKR,C,97410048,,229846,18.0
565,TUN,C,97410048,,213370,43.0
566,TUN,E,97410048,,176953,45.0
567,UKR,C,97410048,,216233,47.0
568,UKR,C,97410048,,178953,61.0
569,UKR,C,97410048,,216223,65.0
570,UKR,G,97410048,,158386,70.0
571,TUN,C,97410048,,158268,90.0
572,KSA,C,97410047,,77503,27.0
573,ESP,C,97410047,,177917,30.0
574,ESP,C,97410047,,197690,35.0
575,ESP,G,97410047,,198446,36.0
576,ESP,C,97410047,,177846,75.0
577,KSA,C,97410047,,170787,77.0
578,KOR,C,97410046,,207761,23.0
579,SUI,G,97410046,,209989,23.0
580,KOR,C,97410046,,198547,37.0
581,SUI,C,97410046,,209989,43.0
582,SUI,C,97410046,,178791,55.0
583,SUI,C,97410046,,157840,69.0
584,SUI,G,97410046,,182647,77.0
585,KOR,C,97410046,,156216,78.0
586,KOR,C,97410046,,159323,78.0
587,KOR,C,97410046,,178469,80.0
588,SUI,C,97410046,,214476,82.0
589,SUI,C,97410046,,216645,90.0
590,FRA,C,97410045,,181293,30.0
591,TOG,C,97410045,,158045,38.0
592,TOG,C,97410045,,214456,44.0
593,FRA,G,97410045,,170707,55.0
594,FRA,G,97410045,,170711,61.0
595,TOG,C,97410045,,4309,88.0
596,CRO,G,97410044,,210704,2.0
597,CRO,C,97410044,,155707,32.0
598,CRO,C,97410044,,155712,38.0
599,AUS,G,97410044,,154061,38.0
600,CRO,G,97410044,,155696,56.0
601,CRO,C,97410044,,188511,61.0
602,CRO,C,97410044,,179048,70.0
603,AUS,G,97410044,,159069,79.0
604,AUS,C,97410044,,178306,81.0
605,CRO,E,97410044,,155707,85.0
606,AUS,E,97410044,,178306,87.0
607,CRO,E,97410044,,188511,90.0
608,JPN,G,97410043,,211976,34.0
609,JPN,C,97410043,,194226,40.0
610,BRA,C,97410043,,176534,44.0
611,BRA,G,97410043,,92699,45.0
612,BRA,G,97410043,,176530,53.0
613,BRA,G,97410043,,176534,59.0
614,BRA,G,97410043,,92699,81.0
615,GHA,C,97410042,,175524,5.0
616,USA,C,97410042,,178101,7.0
617,GHA,G,97410042,,235367,22.0
618,GHA,C,97410042,,209161,32.0
619,USA,G,97410042,,207851,43.0
620,GHA,G,97410042,,155382,45.0
621,GHA,C,97410042,,184560,81.0
622,GHA,C,97410042,,155382,90.0
623,ITA,G,97410041,,184451,26.0
624,ITA,C,97410041,,177845,31.0
625,CZE,C,97410041,,177897,35.0
626,CZE,E,97410041,,177897,45.0
627,ITA,G,97410041,,155969,87.0
628,ANG,C,97410040,,209201,22.0
629,IRN,C,97410040,,184086,37.0
630,ANG,C,97410040,,178780,45.0
631,IRN,C,97410040,,237949,55.0
632,ANG,G,97410040,,176991,60.0
633,ANG,C,97410040,,214617,67.0
634,IRN,G,97410040,,159284,75.0
635,IRN,C,97410040,,213109,90.0
636,POR,G,97410039,,214964,6.0
637,MEX,C,97410039,,209960,22.0
638,POR,G,97410039,,179159,24.0
639,POR,C,97410039,,187204,26.0
640,MEX,C,97410039,,176549,27.0
641,MEX,G,97410039,,214012,29.0
642,MEX,E,97410039,,176549,61.0
643,MEX,C,97410039,,178119,65.0
644,POR,C,97410039,,214964,69.0
645,MEX,C,97410039,,218252,87.0
646,POR,C,97410039,,184454,88.0
647,POR,C,97410039,,165260,90.0
648,SCG,G,97410038,,216929,10.0
649,SCG,C,97410038,,158775,17.0
650,SCG,G,97410038,,"(None, None)",20.0
651,CIV,C,97410038,,178964,33.0
652,SCG,C,97410038,,216916,35.0
653,SCG,C,97410038,,182667,37.0
654,CIV,G,97410038,,176984,37.0
655,CIV,C,97410038,,3347,41.0
656,CIV,C,97410038,,176984,43.0
657,SCG,E,97410038,,158775,45.0
658,SCG,C,97410038,,216917,57.0
659,CIV,G,97410038,,176984,67.0
660,CIV,G,97410038,,177615,86.0
661,CIV,E,97410038,,3347,90.0
662,NED,C,97410037,,217313,28.0
663,NED,C,97410037,,155673,42.0
664,NED,C,97410037,,238003,48.0
665,ARG,C,97410037,,183574,57.0
666,ARG,C,97410037,,182372,90.0
667,PAR,G,97410036,,4332,25.0
668,PAR,C,97410036,,170674,30.0
669,TRI,C,97410036,,4332,45.0
670,TRI,C,97410036,,180653,48.0
671,PAR,C,97410036,,198282,54.0
672,PAR,G,97410036,,182783,86.0
673,ENG,G,97410035,,179662,34.0
674,SWE,G,97410035,,177703,51.0
675,ENG,C,97410035,,182050,76.0
676,SWE,C,97410035,,95673,83.0
677,ENG,G,97410035,,214961,85.0
678,SWE,C,97410035,,169551,87.0
679,SWE,G,97410035,,77995,90.0
680,CRC,C,97410034,,208120,17.0
681,POL,C,97410034,,195105,18.0
682,POL,C,97410034,,95557,24.0
683,CRC,G,97410034,,170167,25.0
684,POL,C,97410034,,178967,29.0
685,POL,G,97410034,,216135,33.0
686,CRC,C,97410034,,170167,45.0
687,CRC,C,97410034,,170171,45.0
688,CRC,C,97410034,,183788,56.0
689,POL,C,97410034,,186048,60.0
690,POL,G,97410034,,216135,66.0
691,CRC,C,97410034,,200738,76.0
692,POL,C,97410034,,216129,90.0
693,GER,G,97410033,,182206,4.0
694,GER,G,97410033,,182206,44.0
695,ECU,C,97410033,,202544,52.0
696,GER,G,97410033,,196789,57.0
697,GER,C,97410033,,191193,75.0
698,UKR,G,97410032,,216223,4.0
699,UKR,C,97410032,,178945,22.0
700,UKR,G,97410032,,158385,36.0
701,KSA,C,97410032,,159257,41.0
702,UKR,G,97410032,,158386,46.0
703,KSA,C,97410032,,213483,57.0
704,KSA,C,97410032,,210441,73.0
705,UKR,C,97410032,,216226,77.0
706,UKR,G,97410032,,216226,84.0
707,UKR,C,97410032,,229846,89.0
708,TUN,G,97410031,,213369,8.0
709,ESP,C,97410031,,177914,30.0
710,TUN,C,97410031,,213375,32.0
711,TUN,C,97410031,,170770,40.0
712,TUN,C,97410031,,158268,70.0
713,ESP,G,97410031,,155148,71.0
