,Attendance,Cautions1,Cautions2,Corner Kicks1,Corner Kicks2,Country1,Country2,Date,Direct Free Kicks1,Direct Free Kicks2,Edition,Explusions1,Explusions2,Fouls1,Fouls2,Indirect Free Kicks1,Match,MatchID,Offsides1,Offsides2,On Goal1,On Goal2,Penalty Kicks1,Penalty Kicks2,Result,RoundID,Second Cautions1,Second Cautions2,Shots1,Shots2,Stage,TeamID1,TeamID2,Time,Venue,indirect Free Kicks2
461,28000,,,,,POR,MAR,11 Jun 1986,,,mexico1986,,,,,,Match 31,675,,,,,,,,308,,,,,Group F,43963,43872, 16:00,Guadalajara ,
462,22700,,,,,ENG,POL,11 Jun 1986,,,mexico1986,,,,,,Match 32,537,,,,,,,,308,,,,,Group F,43942,43962, 16:00,Monterrey ,
463,51000,,,,,NIR,BRA,12 Jun 1986,,,mexico1986,,,,,,Match 33,441,,,,,,,,308,,,,,Group D,43952,43924, 12:00,Guadalajara ,
464,23980,,,,,ALG,ESP,12 Jun 1986,,,mexico1986,,,,,,Match 34,378,,,,,,,,308,,,,,Group D,43843,43969, 12:00,Monterrey ,
465,20000,,,,,SCO,URU,13 Jun 1986,,,mexico1986,,,,,,Match 36,712,,,,,,,,308,,,,,Group E,43967,43930, 12:00,Nezahualcoyotl ,
466,36000,,,,,DEN,FRG,13 Jun 1986,,,mexico1986,,,,,,Match 35,512,,,,,,,,308,,,,,Group E,43941,44023, 12:00,Queretaro ,
467,32277,,,,,URS,BEL,15 Jun 1986,,,mexico1986,,,,,,Match 38,432,,,,,,,,309,,,,,Round of 16,44026,43935, 16:00,Leon ,
468,114580,,,,,MEX,BUL,15 Jun 1986,,,mexico1986,,,,,,Match 37,463,,,,,,,,309,,,,,Round of 16,43911,43936, 12:00,Mexico City ,
469,26000,,,,,ARG,URU,16 Jun 1986,,,mexico1986,,,,,,Match 39,398,,,,,,,,309,,,,,Round of 16,43922,43930, 16:00,Puebla ,
470,45000,,,,,BRA,POL,16 Jun 1986,,,mexico1986,,,,,,Match 40,444,,,,,,,,309,,,,,Round of 16,43924,43962, 12:00,Guadalajara ,
471,70000,,,,,ITA,FRA,17 Jun 1986,,,mexico1986,,,,,,Match 41,568,,,,,,,,309,,,,,Round of 16,43954,43946, 12:00,Mexico City ,
472,19800,,,,,MAR,FRG,17 Jun 1986,,,mexico1986,,,,,,Match 42,574,,,,,,,,309,,,,,Round of 16,43872,44023, 16:00,Monterrey ,
473,98728,,,,,ENG,PAR,18 Jun 1986,,,mexico1986,,,,,,Match 43,536,,,,,,,,309,,,,,Round of 16,43942,43928, 12:00,Mexico City ,
474,38500,,,,,DEN,ESP,18 Jun 1986,,,mexico1986,,,,,,Match 44,511,,,,,,,,309,,,,,Round of 16,43941,43969, 16:00,Queretaro ,
475,65000,,,,,BRA,FRA,21 Jun 1986,,,mexico1986,,,,,,Match 45,440,,,,,,,,714,,,,,Quarter-finals,43924,43946, 12:00,Guadalajara ,
476,41700,,,,,FRG,MEX,21 Jun 1986,,,mexico1986,,,,,,Match 46,575,,,,,,,,714,,,,,Quarter-finals,44023,43911, 16:00,Monterrey ,
477,45000,,,,,ESP,BEL,22 Jun 1986,,,mexico1986,,,,,,Match 47,421,,,,,,,,714,,,,,Quarter-finals,43969,43935, 16:00,Puebla ,
478,114580,,,,,ARG,ENG,22 Jun 1986,,,mexico1986,,,,,,Match 48,392,,,,,,,,714,,,,,Quarter-finals,43922,43942, 12:00,Mexico City ,
479,45000,,,,,FRA,FRG,25 Jun 1986,,,mexico1986,,,,,,Match 50,564,,,,,,,,3469,,,,,Semi-finals,43946,44023, 12:00,Guadalajara ,
480,114500,,,,,ARG,BEL,25 Jun 1986,,,mexico1986,,,,,,Match 49,388,,,,,,,,3469,,,,,Semi-finals,43922,43935, 16:00,Mexico City ,
481,21000,,,,,FRA,BEL,28 Jun 1986,,,mexico1986,,,,,,Match 51,422,,,,,,,,3468,,,,,Match for third place,43946,43935, 12:00,Puebla ,
482,114600,,,,,ARG,FRG,29 Jun 1986,,,mexico1986,,,,,,Match 52,393,,,,,,,,3467,,,,,Final,43922,44023, 12:00,Mexico City ,
483,114600,,,,,ARG,FRG,29 Jun 1986,,,mexico1986,,,,,,Match 52,393,,,,,,,,3467,,,,,Final,43922,44023, 12:00,Mexico City ,
484,95000,,,,,ARG,BEL,13 Jun 1982,,,spain1982,,,,,,Match 1,749,,,,,,,,293,,,,,Group 3,43922,43935, 20:00,Barcelona ,
485,1533000,,,,,ITA,POL,14 Jun 1982,,,spain1982,,,,,,Match 2,995,,,,,,,,293,,,,,Group 1,43954,43962, 17:15,Vigo ,
486,68000,,,,,BRA,URS,14 Jun 1982,,,spain1982,,,,,,Match 3,791,,,,,,,,293,,,,,Group 6,43924,44026, 21:00,Seville ,
487,1511000,,,,,PER,CMR,15 Jun 1982,,,spain1982,,,,,,Match 4,833,,,,,,,,293,,,,,Group 1,43929,43849, 17:15,La CoruÃ±A ,
488,23000,,,,,HUN,SLV,15 Jun 1982,,,spain1982,,,,,,Match 5,896,,,,,,,,293,,,,,Group 3,43950,43904, 21:00,Elche ,
489,36000,,,,,SCO,NZL,15 Jun 1982,,,spain1982,,,,,,Match 6,1051,,,,,,,,293,,,,,Group 6,43967,43978, 21:00,Malaga ,
490,1542000,,,,,FRG,ALG,16 Jun 1982,,,spain1982,,,,,,Match 7,741,,,,,,,,293,,,,,Group 2,44023,43843, 17:15,Gijon ,
491,1544172,,,,,ENG,FRA,16 Jun 1982,,,spain1982,,,,,,Match 8,878,,,,,,,,293,,,,,Group 4,43942,43946, 17:15,Bilbao ,
492,49562,,,,,ESP,HON,16 Jun 1982,,,spain1982,,,,,,Match 9,901,,,,,,,,293,,,,,Group 5,43969,43909, 21:00,Valencia ,
493,1522500,,,,,CHI,AUT,17 Jun 1982,,,spain1982,,,,,,Match 10,764,,,,,,,,293,,,,,Group 2,43925,43934, 17:15,Oviedo ,
494,4525000,,,,,TCH,KUW,17 Jun 1982,,,spain1982,,,,,,Match 11,1012,,,,,,,,293,,,,,Group 4,44025,43823, 17:45,Valladolid ,
495,25000,,,,,YUG,NIR,17 Jun 1982,,,spain1982,,,,,,Match 12,1044,,,,,,,,293,,,,,Group 5,43975,43952, 21:00,Zaragoza ,
496,1525000,,,,,ITA,PER,18 Jun 1982,,,spain1982,,,,,,Match 13,994,,,,,,,,293,,,,,Group 1,43954,43929, 17:15,Vigo ,
497,32093,,,,,ARG,HUN,18 Jun 1982,,,spain1982,,,,,,Match 14,752,,,,,,,,293,,,,,Group 3,43922,43950, 21:00,Alicante ,
498,47379,,,,,BRA,SCO,18 Jun 1982,,,spain1982,,,,,,Match 15,790,,,,,,,,293,,,,,Group 6,43924,43967, 21:00,Seville ,
499,1519000,,,,,POL,CMR,19 Jun 1982,,,spain1982,,,,,,Match 16,834,,,,,,,,293,,,,,Group 1,43962,43849, 19:15,La CoruÃ±A ,
500,15000,,,,,BEL,SLV,19 Jun 1982,,,spain1982,,,,,,Match 17,774,,,,,,,,293,,,,,Group 3,43935,43904, 21:00,Elche ,
501,19000,,,,,URS,NZL,19 Jun 1982,,,spain1982,,,,,,Match 18,1054,,,,,,,,293,,,,,Group 6,44026,43978, 21:00,Malaga ,
502,1542000,,,,,FRG,CHI,20 Jun 1982,,,spain1982,,,,,,Match 19,813,,,,,,,,293,,,,,Group 2,44023,43925, 17:15,Gijon ,
503,1541123,,,,,ENG,TCH,20 Jun 1982,,,spain1982,,,,,,Match 20,889,,,,,,,,293,,,,,Group 4,43942,44025, 17:15,Bilbao ,
504,48000,,,,,ESP,YUG,20 Jun 1982,,,spain1982,,,,,,Match 21,903,,,,,,,,293,,,,,Group 5,43969,43975, 21:00,Valencia ,
505,1522000,,,,,ALG,AUT,21 Jun 1982,,,spain1982,,,,,,Match 22,739,,,,,,,,293,,,,,Group 2,43843,43934, 17:15,Oviedo ,
506,1530043,,,,,FRA,KUW,21 Jun 1982,,,spain1982,,,,,,Match 23,919,,,,,,,,293,,,,,Group 4,43946,43823, 17:15,Valladolid ,
507,15000,,,,,HON,NIR,21 Jun 1982,,,spain1982,,,,,,Match 24,959,,,,,,,,293,,,,,Group 5,43909,43952, 21:00,Zaragoza ,
508,1525000,,,,,POL,PER,22 Jun 1982,,,spain1982,,,,,,Match 25,1055,,,,,,,,293,,,,,Group 1,43962,43929, 17:15,La CoruÃ±A ,
509,37000,,,,,BEL,HUN,22 Jun 1982,,,spain1982,,,,,,Match 26,779,,,,,,,,293,,,,,Group 3,43935,43950, 21:00,Elche ,
510,45000,,,,,URS,SCO,22 Jun 1982,,,spain1982,,,,,,Match 27,1071,,,,,,,,293,,,,,Group 6,44026,43967, 21:00,Malaga ,
511,1520000,,,,,ITA,CMR,23 Jun 1982,,,spain1982,,,,,,Match 28,828,,,,,,,,293,,,,,Group 1,43954,43849, 17:15,Vigo ,
512,32500,,,,,ARG,SLV,23 Jun 1982,,,spain1982,,,,,,Match 29,751,,,,,,,,293,,,,,Group 3,43922,43904, 21:00,Alicante ,
513,43000,,,,,BRA,NZL,23 Jun 1982,,,spain1982,,,,,,Match 30,789,,,,,,,,293,,,,,Group 6,43924,43978, 21:00,Seville ,
514,1516000,,,,,ALG,CHI,24 Jun 1982,,,spain1982,,,,,,Match 31,740,,,,,,,,293,,,,,Group 2,43843,43925, 17:15,Oviedo ,
515,1528000,,,,,FRA,TCH,24 Jun 1982,,,spain1982,,,,,,Match 32,922,,,,,,,,293,,,,,Group 4,43946,44025, 17:15,Valladolid ,
516,25000,,,,,HON,YUG,24 Jun 1982,,,spain1982,,,,,,Match 33,962,,,,,,,,293,,,,,Group 5,43909,43975, 21:00,Zaragoza ,
517,1541000,,,,,FRG,AUT,25 Jun 1982,,,spain1982,,,,,,Match 34,770,,,,,,,,293,,,,,Group 2,44023,43934, 17:15,Gijon ,
518,1539700,,,,,ENG,KUW,25 Jun 1982,,,spain1982,,,,,,Match 35,882,,,,,,,,293,,,,,Group 4,43942,43823, 17:15,Bilbao ,
519,49562,,,,,NIR,ESP,25 Jun 1982,,,spain1982,,,,,,Match 36,902,,,,,,,,293,,,,,Group 5,43952,43969, 21:00,Valencia ,
520,1537000,,,,,AUT,FRA,28 Jun 1982,,,spain1982,,,,,,Match 37,767,,,,,,,,294,,,,,Group 4,43934,43946, 17:15,Madrid ,
521,65000,,,,,POL,BEL,28 Jun 1982,,,spain1982,,,,,,Match 38,782,,,,,,,,294,,,,,Group 1,43962,43935, 21:00,Barcelona ,
522,1543000,,,,,ITA,ARG,29 Jun 1982,,,spain1982,,,,,,Match 39,753,,,,,,,,294,,,,,Group 3,43954,43922, 17:15,Barcelona ,
523,75000,,,,,FRG,ENG,29 Jun 1982,,,spain1982,,,,,,Match 40,879,,,,,,,,294,,,,,Group 2,44023,43942, 21:00,Madrid ,
524,1520000,,,,,AUT,NIR,01 Jul 1982,,,spain1982,,,,,,Match 41,771,,,,,,,,294,,,,,Group 4,43934,43952, 17:15,Madrid ,
525,45000,,,,,BEL,URS,01 Jul 1982,,,spain1982,,,,,,Match 42,783,,,,,,,,294,,,,,Group 1,43935,44026, 21:00,Barcelona ,
526,1544000,,,,,ARG,BRA,02 Jul 1982,,,spain1982,,,,,,Match 43,750,,,,,,,,294,,,,,Group 3,43922,43924, 17:15,Barcelona ,
527,90089,,,,,FRG,ESP,02 Jul 1982,,,spain1982,,,,,,Match 44,900,,,,,,,,294,,,,,Group 2,44023,43969, 21:00,Madrid ,
528,1537000,,,,,FRA,NIR,04 Jul 1982,,,spain1982,,,,,,Match 45,920,,,,,,,,294,,,,,Group 4,43946,43952, 17:15,Madrid ,
529,65000,,,,,POL,URS,04 Jul 1982,,,spain1982,,,,,,Match 46,1058,,,,,,,,294,,,,,Group 1,43962,44026, 21:00,Barcelona ,
530,1544000,,,,,ITA,BRA,05 Jul 1982,,,spain1982,,,,,,Match 47,788,,,,,,,,294,,,,,Group 3,43954,43924, 17:15,Barcelona ,
531,75000,,,,,ESP,ENG,05 Jul 1982,,,spain1982,,,,,,Match 48,877,,,,,,,,294,,,,,Group 2,43969,43942, 21:00,Madrid ,
532,1550000,,,,,POL,ITA,08 Jul 1982,,,spain1982,,,,,,Match 49,996,,,,,,,,295,,,,,Semi-finals,43962,43954, 17:15,Barcelona ,
533,70000,,,,,FRG,FRA,08 Jul 1982,,,spain1982,,,,,,Match 50,914,,,,,,,,295,,,,,Semi-finals,44023,43946, 21:00,Seville ,
534,28000,,,,,POL,FRA,10 Jul 1982,,,spain1982,,,,,,Match 51,921,,,,,,,,676,,,,,Match for third place,43962,43946, 20:00,Alicante ,
535,90000,,,,,ITA,FRG,11 Jul 1982,,,spain1982,,,,,,Match 52,923,,,,,,,,3475,,,,,Final,43954,44023, 20:00,Madrid ,
536,90000,,,,,ITA,FRG,11 Jul 1982,,,spain1982,,,,,,Match 52,923,,,,,,,,3475,,,,,Final,43954,44023, 20:00,Madrid ,
537,67579,,,,,FRG,POL,01 Jun 1978,,,argentina1978,,,,,,Match 1,2351,,,,,,,,278,,,,,Group 2,44023,43962, 15:00,Buenos Aires ,
538,4542373,,,,,ITA,FRA,02 Jun 1978,,,argentina1978,,,,,,Match 3,2347,,,,,,,,278,,,,,Group 1,43954,43946, 13:45,Mar Del Plata ,
539,4517396,,,,,TUN,MEX,02 Jun 1978,,,argentina1978,,,,,,Match 4,2433,,,,,,,,278,,,,,Group 2,43888,43911, 16:45,Rosario ,
540,1571615,,,,,ARG,HUN,02 Jun 1978,,,argentina1978,,,,,,Match 2,2199,,,,,,,,278,,,,,Group 1,43922,43950, 19:15,Buenos Aires ,
541,4532569,,,,,SWE,BRA,03 Jun 1978,,,argentina1978,,,,,,Match 6,2253,,,,,,,,278,,,,,Group 3,43970,43924, 13:45,Mar Del Plata ,
542,4540841,,,,,AUT,ESP,03 Jun 1978,,,argentina1978,,,,,,Match 5,2216,,,,,,,,278,,,,,Group 3,43934,43969, 13:45,Buenos Aires ,
543,4537927,,,,,PER,SCO,03 Jun 1978,,,argentina1978,,,,,,Match 7,2451,,,,,,,,278,,,,,Group 4,43929,43967, 16:45,Cordoba ,
544,4533431,,,,,NED,IRN,03 Jun 1978,,,argentina1978,,,,,,Match 8,2388,,,,,,,,278,,,,,Group 4,43960,43817, 16:45,Mendoza ,
545,4526533,,,,,ITA,HUN,06 Jun 1978,,,argentina1978,,,,,,Match 10,2396,,,,,,,,278,,,,,Group 1,43954,43950, 13:45,Mar Del Plata ,
546,459624,,,,,POL,TUN,06 Jun 1978,,,argentina1978,,,,,,Match 11,2454,,,,,,,,278,,,,,Group 2,43962,43888, 16:45,Rosario ,
547,4535258,,,,,FRG,MEX,06 Jun 1978,,,argentina1978,,,,,,Match 12,2350,,,,,,,,278,,,,,Group 2,44023,43911, 16:45,Cordoba ,
548,1571666,,,,,ARG,FRA,06 Jun 1978,,,argentina1978,,,,,,Match 9,2197,,,,,,,,278,,,,,Group 1,43922,43946, 19:15,Buenos Aires ,
549,4534771,,,,,BRA,ESP,07 Jun 1978,,,argentina1978,,,,,,Match 14,2246,,,,,,,,278,,,,,Group 3,43924,43969, 13:45,Mar Del Plata ,
550,4541424,,,,,AUT,SWE,07 Jun 1978,,,argentina1978,,,,,,Match 13,2224,,,,,,,,278,,,,,Group 3,43934,43970, 13:45,Buenos Aires ,
551,457938,,,,,SCO,IRN,07 Jun 1978,,,argentina1978,,,,,,Match 15,2408,,,,,,,,278,,,,,Group 4,43967,43817, 16:45,Cordoba ,
552,4528125,,,,,NED,PER,07 Jun 1978,,,argentina1978,,,,,,Match 16,2394,,,,,,,,278,,,,,Group 4,43960,43929, 16:45,Mendoza ,
553,1023127,,,,,FRA,HUN,10 Jun 1978,,,argentina1978,,,,,,Match 18,2344,,,,,,,,278,,,,,Group 1,43946,43950, 15:10,Mar Del Plata ,
554,4522651,,,,,POL,MEX,10 Jun 1978,,,argentina1978,,,,,,Match 19,2431,,,,,,,,278,,,,,Group 2,43962,43911, 16:45,Rosario ,
555,4530667,,,,,FRG,TUN,10 Jun 1978,,,argentina1978,,,,,,Match 20,2352,,,,,,,,278,,,,,Group 2,44023,43888, 16:45,Cordoba ,
556,1571712,,,,,ITA,ARG,10 Jun 1978,,,argentina1978,,,,,,Match 17,2200,,,,,,,,278,,,,,Group 1,43954,43922, 19:15,Buenos Aires ,
557,4535221,,,,,BRA,AUT,11 Jun 1978,,,argentina1978,,,,,,Match 22,2215,,,,,,,,278,,,,,Group 3,43924,43934, 13:45,Mar Del Plata ,
558,4542132,,,,,ESP,SWE,11 Jun 1978,,,argentina1978,,,,,,Match 21,2337,,,,,,,,278,,,,,Group 3,43969,43970, 13:45,Buenos Aires ,
559,4521262,,,,,PER,IRN,11 Jun 1978,,,argentina1978,,,,,,Match 23,2405,,,,,,,,278,,,,,Group 4,43929,43817, 16:45,Cordoba ,
560,4535130,,,,,SCO,NED,11 Jun 1978,,,argentina1978,,,,,,Match 24,2395,,,,,,,,278,,,,,Group 4,43967,43960, 16:45,Mendoza ,
561,4567547,,,,,FRG,ITA,14 Jun 1978,,,argentina1978,,,,,,Match 25,2349,,,,,,,,279,,,,,Group A,44023,43954, 13:45,Buenos Aires ,
562,4525050,,,,,NED,AUT,14 Jun 1978,,,argentina1978,,,,,,Match 27,2220,,,,,,,,279,,,,,Group A,43960,43934, 13:45,Cordoba ,
563,4531278,,,,,BRA,PER,14 Jun 1978,,,argentina1978,,,,,,Match 28,2251,,,,,,,,279,,,,,Group B,43924,43929, 16:45,Mendoza ,
564,1537091,,,,,ARG,POL,14 Jun 1978,,,argentina1978,,,,,,Match 26,2202,,,,,,,,279,,,,,Group B,43922,43962, 19:15,Rosario ,
565,4535288,,,,,POL,PER,18 Jun 1978,,,argentina1978,,,,,,Match 32,2450,,,,,,,,279,,,,,Group B,43962,43929, 13:45,Mendoza ,
566,4566695,,,,,ITA,AUT,18 Jun 1978,,,argentina1978,,,,,,Match 29,2221,,,,,,,,279,,,,,Group A,43954,43934, 16:45,Buenos Aires ,
567,4540750,,,,,FRG,NED,18 Jun 1978,,,argentina1978,,,,,,Match 31,2348,,,,,,,,279,,,,,Group A,44023,43960, 16:45,Cordoba ,
568,1537326,,,,,ARG,BRA,18 Jun 1978,,,argentina1978,,,,,,Match 30,2196,,,,,,,,279,,,,,Group B,43922,43924, 19:15,Rosario ,
569,4567433,,,,,NED,ITA,21 Jun 1978,,,argentina1978,,,,,,Match 33,2391,,,,,,,,279,,,,,Group A,43960,43954, 13:45,Buenos Aires ,
570,4538318,,,,,AUT,FRG,21 Jun 1978,,,argentina1978,,,,,,Match 35,2217,,,,,,,,279,,,,,Group A,43934,44023, 13:45,Cordoba ,
571,4539586,,,,,BRA,POL,21 Jun 1978,,,argentina1978,,,,,,Match 36,2252,,,,,,,,279,,,,,Group B,43924,43962, 16:45,Mendoza ,
572,1537315,,,,,ARG,PER,21 Jun 1978,,,argentina1978,,,,,,Match 34,2201,,,,,,,,279,,,,,Group B,43922,43929, 19:15,Rosario ,
573,69659,,,,,BRA,ITA,24 Jun 1978,,,argentina1978,,,,,,Match 37,2247,,,,,,,,280,,,,,Match for third place,43924,43954, 15:00,Buenos Aires ,
574,71483,,,,,ARG,NED,25 Jun 1978,,,argentina1978,,,,,,Match 38,2198,,,,,,,,639,,,,,Final,43922,43960, 15:00,Buenos Aires ,
575,71483,,,,,ARG,NED,25 Jun 1978,,,argentina1978,,,,,,Match 38,2198,,,,,,,,639,,,,,Final,43922,43960, 15:00,Buenos Aires ,
576,62000,,,,,BRA,YUG,13 Jun 1974,,,germany1974,,,,,,Match 3,1986,,,,,,,,262,,,,,Group 2,43924,43975, 17:00,Frankfurt/Main ,
577,81100,,,,,FRG,CHI,14 Jun 1974,,,germany1974,,,,,,Match 1,2003,,,,,,,,262,,,,,Group 1,44023,43925, 16:00,Berlin West ,
578,3017000,,,,,GDR,AUS,14 Jun 1974,,,germany1974,,,,,,Match 2,1955,,,,,,,,262,,,,,Group 1,44024,43976, 19:30,Hamburg ,
579,3027000,,,,,ZAI,SCO,14 Jun 1974,,,germany1974,,,,,,Match 4,2176,,,,,,,,262,,,,,Group 2,43890,43967, 19:30,Dortmund ,
580,55100,,,,,URU,NED,15 Jun 1974,,,germany1974,,,,,,Match 5,2098,,,,,,,,262,,,,,Group 3,43930,43960, 16:00,Hanover ,
581,23800,,,,,SWE,BUL,15 Jun 1974,,,germany1974,,,,,,Match 6,1995,,,,,,,,262,,,,,Group 3,43970,43936, 16:00,DÃ¼Sseldorf ,
582,53000,,,,,ITA,HAI,15 Jun 1974,,,germany1974,,,,,,Match 7,2083,,,,,,,,262,,,,,Group 4,43954,43908, 18:00,Munich ,
583,32700,,,,,POL,ARG,15 Jun 1974,,,germany1974,,,,,,Match 8,1952,,,,,,,,262,,,,,Group 4,43962,43922, 18:00,Stuttgart ,
584,53300,,,,,AUS,FRG,18 Jun 1974,,,germany1974,,,,,,Match 10,1954,,,,,,,,262,,,,,Group 1,43976,44023, 16:00,Hamburg ,
585,3062000,,,,,SCO,BRA,18 Jun 1974,,,germany1974,,,,,,Match 12,1985,,,,,,,,262,,,,,Group 2,43967,43924, 19:30,Frankfurt/Main ,
586,3028300,,,,,CHI,GDR,18 Jun 1974,,,germany1974,,,,,,Match 9,2004,,,,,,,,262,,,,,Group 1,43925,44024, 19:30,Berlin West ,
587,3031700,,,,,YUG,ZAI,18 Jun 1974,,,germany1974,,,,,,Match 11,2186,,,,,,,,262,,,,,Group 2,43975,43890, 19:30,Gelsenkirchen ,
588,3053700,,,,,NED,SWE,19 Jun 1974,,,germany1974,,,,,,Match 13,2097,,,,,,,,262,,,,,Group 3,43960,43970, 19:30,Dortmund ,
589,3013400,,,,,BUL,URU,19 Jun 1974,,,germany1974,,,,,,Match 14,1996,,,,,,,,262,,,,,Group 3,43936,43930, 19:30,Hanover ,
590,3025300,,,,,HAI,POL,19 Jun 1974,,,germany1974,,,,,,Match 15,2085,,,,,,,,262,,,,,Group 4,43908,43962, 19:30,Munich ,
591,3070100,,,,,ARG,ITA,19 Jun 1974,,,germany1974,,,,,,Match 16,1949,,,,,,,,262,,,,,Group 4,43922,43954, 19:30,Stuttgart ,
592,56000,,,,,SCO,YUG,22 Jun 1974,,,germany1974,,,,,,Match 19,2175,,,,,,,,262,,,,,Group 2,43967,43975, 16:00,Frankfurt/Main ,
593,17400,,,,,AUS,CHI,22 Jun 1974,,,germany1974,,,,,,Match 17,1953,,,,,,,,262,,,,,Group 1,43976,43925, 16:00,Berlin West ,
594,36200,,,,,ZAI,BRA,22 Jun 1974,,,germany1974,,,,,,Match 20,1987,,,,,,,,262,,,,,Group 2,43890,43924, 16:00,Gelsenkirchen ,
595,3060200,,,,,GDR,FRG,22 Jun 1974,,,germany1974,,,,,,Match 18,2062,,,,,,,,262,,,,,Group 1,44024,44023, 19:30,Hamburg ,
596,53300,,,,,BUL,NED,23 Jun 1974,,,germany1974,,,,,,Match 21,1990,,,,,,,,262,,,,,Group 3,43936,43960, 16:00,Dortmund ,
597,25900,,,,,ARG,HAI,23 Jun 1974,,,germany1974,,,,,,Match 23,1947,,,,,,,,262,,,,,Group 4,43922,43908, 16:00,Munich ,
598,28300,,,,,SWE,URU,23 Jun 1974,,,germany1974,,,,,,Match 22,2181,,,,,,,,262,,,,,Group 3,43970,43930, 16:00,DÃ¼Sseldorf ,
599,70100,,,,,POL,ITA,23 Jun 1974,,,germany1974,,,,,,Match 24,2129,,,,,,,,262,,,,,Group 4,43962,43954, 16:00,Stuttgart ,
600,67385,,,,,YUG,FRG,26 Jun 1974,,,germany1974,,,,,,Match 27,2066,,,,,,,,263,,,,,Group B,43975,44023, 16:00,DÃ¼Sseldorf ,
601,3059863,,,,,BRA,GDR,26 Jun 1974,,,germany1974,,,,,,Match 25,1982,,,,,,,,263,,,,,Group A,43924,44024, 19:30,Hanover ,
602,3056548,,,,,NED,ARG,26 Jun 1974,,,germany1974,,,,,,Match 26,1948,,,,,,,,263,,,,,Group A,43960,43922, 19:30,Gelsenkirchen ,
603,3044955,,,,,SWE,POL,26 Jun 1974,,,germany1974,,,,,,Match 28,2167,,,,,,,,263,,,,,Group B,43970,43962, 19:30,Stuttgart ,
604,39400,,,,,ARG,BRA,30 Jun 1974,,,germany1974,,,,,,Match 30,1945,,,,,,,,263,,,,,Group A,43922,43924, 16:00,Hanover ,
605,58000,,,,,POL,YUG,30 Jun 1974,,,germany1974,,,,,,Match 32,2170,,,,,,,,263,,,,,Group B,43962,43975, 16:00,Frankfurt/Main ,
606,68348,,,,,GDR,NED,30 Jun 1974,,,germany1974,,,,,,Match 29,2067,,,,,,,,263,,,,,Group A,44024,43960, 16:00,Gelsenkirchen ,
607,3067800,,,,,FRG,SWE,30 Jun 1974,,,germany1974,,,,,,Match 31,2065,,,,,,,,263,,,,,Group B,44023,43970, 19:30,DÃ¼Sseldorf ,
608,62000,,,,,POL,FRG,03 Jul 1974,,,germany1974,,,,,,Match 35,2064,,,,,,,,263,,,,,Group B,43962,44023, 17:00,Frankfurt/Main ,
609,3053700,,,,,NED,BRA,03 Jul 1974,,,germany1974,,,,,,Match 34,1983,,,,,,,,263,,,,,Group A,43960,43924, 19:30,Dortmund ,
610,3054254,,,,,ARG,GDR,03 Jul 1974,,,germany1974,,,,,,Match 33,1946,,,,,,,,263,,,,,Group A,43922,44024, 19:30,Gelsenkirchen ,
611,3041300,,,,,SWE,YUG,03 Jul 1974,,,germany1974,,,,,,Match 36,2182,,,,,,,,263,,,,,Group B,43970,43975, 19:30,DÃ¼Sseldorf ,
612,77100,,,,,BRA,POL,06 Jul 1974,,,germany1974,,,,,,Match 37,1984,,,,,,,,264,,,,,Match for third place,43924,43962, 16:00,Munich ,
613,78200,,,,,NED,FRG,07 Jul 1974,,,germany1974,,,,,,Match 38,2063,,,,,,,,605,,,,,Final,43960,44023, 16:00,Munich ,
614,78200,,,,,NED,FRG,07 Jul 1974,,,germany1974,,,,,,Match 38,2063,,,,,,,,605,,,,,Final,43960,44023, 16:00,Munich ,
615,107160,,,,,MEX,URS,31 May 1970,,,mexico1970,,,,,,Match 1,1902,,,,,,,,250,,,,,Group 1,43911,44026, 12:00,Mexico City ,
616,20654,,,,,URU,ISR,02 Jun 1970,,,mexico1970,,,,,,Match 2,1881,,,,,,,,250,,,,,Group 2,43930,43984, 16:00,Puebla ,
617,13765,,,,,PER,BUL,02 Jun 1970,,,mexico1970,,,,,,Match 4,1780,,,,,,,,250,,,,,Group 4,43929,43936, 16:00,Leon ,
618,50560,,,,,ENG,ROU,02 Jun 1970,,,mexico1970,,,,,,Match 3,1812,,,,,,,,250,,,,,Group 3,43942,43964, 16:00,Guadalajara ,
619,13433,,,,,ITA,SWE,03 Jun 1970,,,mexico1970,,,,,,Match 6,1883,,,,,,,,250,,,,,Group 2,43954,43970, 16:00,Toluca ,
620,12942,,,,,FRG,MAR,03 Jun 1970,,,mexico1970,,,,,,Match 8,1839,,,,,,,,250,,,,,Group 4,44023,43872, 16:00,Leon ,
621,52897,,,,,BRA,TCH,03 Jun 1970,,,mexico1970,,,,,,Match 7,1770,,,,,,,,250,,,,,Group 3,43924,44025, 16:00,Guadalajara ,
622,92205,,,,,BEL,SLV,03 Jun 1970,,,mexico1970,,,,,,Match 5,1747,,,,,,,,250,,,,,Group 1,43935,43904, 16:00,Mexico City ,
623,29968,,,,,URU,ITA,06 Jun 1970,,,mexico1970,,,,,,Match 10,1884,,,,,,,,250,,,,,Group 2,43930,43954, 16:00,Puebla ,
624,13537,,,,,PER,MAR,06 Jun 1970,,,mexico1970,,,,,,Match 12,1893,,,,,,,,250,,,,,Group 4,43929,43872, 16:00,Leon ,
